title,abstract,date,section,url
"Growing Crisis Threatens Scott Pruitt, E.P.A. Chief, as Top Aides Eye the Exits","A star in President Trump's campaign to roll back regulations, he now faces a swirl of ethics questions and may be losing the confidence of the White House.",2018-04-05,Climate,https://www.nytimes.com/2018/04/05/climate/epa-chief-scott-pruitt-pressure.html
"Quietly, Trump Officials and California Seek a Deal on Car Emissions",Behind-the-scenes talks could preserve some rules targeted by the Environmental Protection Agency for elimination.,2018-04-05,Climate,https://www.nytimes.com/2018/04/05/climate/trump-california-emissions.html
"In His Haste to Roll Back Rules, Scott Pruitt, E.P.A. Chief, Risks His Agenda","Courts have found his orders on lead paint, pesticides and other issues to be poorly crafted, and have struck them down.",2018-04-07,Climate,https://www.nytimes.com/2018/04/07/climate/scott-pruitt-epa-rollbacks.html
"In Letter to E.P.A., Top Ethics Officer Questions Pruitt’s Actions",The letter addresses Pruitt’s $50-a-night room lease and travel expenses in calling for ‘appropriate actions’ to address any ethics violations.,2018-04-09,Climate,https://www.nytimes.com/2018/04/09/climate/epa-ethics-letter-pruitt.html
It’s the Latest in Conservation Tech. And It Wants to Suck Your Blood.,"In the digestive tracts of leeches, scientists find evidence of elusive forest species.",2018-04-09,Science,https://www.nytimes.com/2018/04/09/science/leeches-conservation-biodiversity.html
That Python in the Pet Store? It May Have Been Snatched From the Wild,"Many reptiles and amphibians sold in pet stores were not bred in captivity as international law requires, conservationists say, but plucked from forests and rivers.",2018-04-09,Science,https://www.nytimes.com/2018/04/09/science/illegal-wildlife-reptiles-amphibians.html
Climate Change Denialists Say Polar Bears Are Fine. Scientists Are Pushing Back. ,"In a new study, researchers single out a blog run by a Canadian zoologist as a primary source of dubious information about the status of polar bears.",2018-04-10,Climate,https://www.nytimes.com/2018/04/10/climate/polar-bears-climate-deniers.html
Senators: E.P.A. Files Undercut Pruitt’s Need for First-Class Travel,"In a letter, two Democratic senators claim to have a document disputing the E.P.A. chief’s need for costly travel and other security measures.",2018-04-10,Climate,https://www.nytimes.com/2018/04/10/climate/whitehouse-pruitt-security-letter.html
Clown Fish Need More Energy to Live in a Bleached Home,"Warmer oceans can bleach sea anemones, not just coral. The clown fish that rely on these stinging animals for shelter become very stressed out, scientists report.",2018-04-10,Science,https://www.nytimes.com/2018/04/10/science/clownfish-anemones-bleaching.html
"Scott Pruitt’s Idea to Update an E.P.A. Keepsake: Less E.P.A., More Pruitt","When Scott Pruitt, the Environmental Protection Agency head, decided to refashion the agency’s souvenir medallion, he proposed deleting the E.P.A. logo and adding symbols more reflective of himself. ",2018-04-11,Climate,https://www.nytimes.com/2018/04/11/climate/pruitt-epa-challenge-coin.html
Taking a Leaf Out of Thoreau’s Book ,"This week: a surprising contribution to climate science from the 19th century, a quick E.P.A. update, and a trove of Shell documents.",2018-04-11,Climate,https://www.nytimes.com/2018/04/11/climate/thoreau-climate-change.html
An Eye in the Sky Could Detect Planet-Warming Plumes on the Ground,An environmental group says it will spend millions to launch a satellite that could help fight climate change by identifying methane leaks with pinpoint accuracy.,2018-04-11,Climate,https://www.nytimes.com/2018/04/11/climate/methane-monitoring-satellite.html
Pruitt’s New Deputy: A Coal Lobbyist Steeped in Washington’s Ways,"The Senate on Thursday confirmed the Environmental Protection Agency’s second-in-command, Andrew Wheeler, a former coal lobbyist who shares the deregulatory zeal of Scott Pruitt, the agency chief.",2018-04-12,Climate,https://www.nytimes.com/2018/04/12/climate/epa-pruitt-deputy-wheeler-confirmation.html
"Lawmakers’ Letter Claims Further Spending Abuses by the E.P.A. Head, Scott Pruitt","Mr. Pruitt planned his travel to accrue frequent flier miles, among other things, according to a scathing six-page letter signed by five Democrats.",2018-04-12,Climate,https://www.nytimes.com/2018/04/12/climate/pruitt-epa-ethics-letter-congress.html
"64 Pounds of Trash Killed a Sperm Whale in Spain, Scientists Say","A 33-foot-long young sperm whale that washed ashore in February in the Mediterranean Sea had consumed plastic bags, fish netting and even a plastic drum.",2018-04-12,Science,https://www.nytimes.com/2018/04/12/science/sperm-whale-death-spain.html
"At E.P.A., Pruitt’s ‘Sheriff’ Clashed With Critics of Spending",The head of Scott Pruitt’s protective detail is at the center of inquiries into excessive spending and possible violations of contracting rules.,2018-04-12,Climate,https://www.nytimes.com/2018/04/12/climate/epa-scott-pruitt-pasquale-perrotta.html
"E.P.A. Chief’s $43,000 Phone Booth Broke the Law, Congressional Auditors Say",The Government Accountability Office said the agency did not notify Congress as required before spending the money to install a soundproof booth for Scott Pruitt.,2018-04-16,Climate,https://www.nytimes.com/2018/04/16/climate/scott-pruitt-phone-booth.html
"Climate Lawsuits, Once Limited to the Coasts, Jump Inland",Local governments in California and New York City have sued oil and gas giants. Now Boulder and two Colorado counties have joined the fight. ,2018-04-18,Climate,https://www.nytimes.com/2018/04/18/climate/exxon-climate-lawsuit-colorado.html
Environmentalists and Nuclear Power? It’s Complicated,"This week: Environmentalists and nuclear power make odd bedfellows, the world’s shipping sector charts a course, and a handy guide helps you reduce your own carbon footprint.",2018-04-18,Climate,https://www.nytimes.com/2018/04/18/climate/climate-fwd-green-nuclear.html
The Investigations That Led to Scott Pruitt’s Resignation,"A $50-a-night condo, a $43,000 soundproof booth and a $3.5 million security team: A number of Mr. Pruitt’s spending and management decisions spurred inquiries.",2018-04-19,Climate,https://www.nytimes.com/2018/04/18/climate/scott-pruitt-epa-investigations-guide.html
G.O.P. Support Shows Cracks as Scott Pruitt’s Ethics Inquiries Widen ,Powerful conservative lawmakers have begun publicly questioning the E.P.A. chief and insisting on explanations of his travel and security spending.,2018-04-20,Climate,https://www.nytimes.com/2018/04/20/climate/pruitt-ethics-republicans.html
America Before Earth Day: Smog and Disasters Spurred the Laws Trump Wants to Undo,"Nearly 50 years ago, environmental disasters in the United States spurred a popular movement that culminated in new protections and helped to inspire the first Earth Day. Now, many of those protections are under threat. ",2018-04-21,Climate,https://www.nytimes.com/2018/04/21/climate/environmental-disasters-earth-day.html
Scott Pruitt Met With Lobbyist Whose Wife Rented Him a $50-a-Night Condo,The disclosure contradicts earlier statements that lobbying by J. Steven Hart before the E.P.A. hadn’t occurred.,2018-04-21,Climate,https://www.nytimes.com/2018/04/21/climate/pruitt-hart-condo-epa-lobbying.html
Setting Fires and Restoring an American Landscape ,"Where development and fragmentation have disrupted natural cycles, teams run controlled burns every spring to help sustain prairies and other ecosystems that have long been shaped by fire.",2018-04-23,Science,https://www.nytimes.com/2018/04/23/science/prairie-fires-nachusa-illinois.html
E.P.A. Announces a New Rule. One Likely Effect: Less Science in Policymaking.,The agency plans to publish a new regulation Tuesday that would restrict the kinds of scientific studies the agency can use when it develops policies.,2018-04-24,Climate,https://www.nytimes.com/2018/04/24/climate/epa-science-transparency-pruitt.html
Scott Pruitt’s Political Patron Now Questions the E.P.A. Chief’s Ethics,"Senator James Inhofe, who has long championed Mr. Pruitt, now says he’d like to see an investigation into the ethical allegations against his protégé.",2018-04-24,Climate,https://www.nytimes.com/2018/04/24/climate/pruitt-inhofe-epa-ethics.html
How Scott Pruitt Plans to Defend Himself on Capitol Hill: Spread the Blame,"A new document shows how Scott Pruitt, the E.P.A. chief, is preparing to answer tough questions about his ethics and spending scandals when he appears before Congress on Thursday.",2018-04-25,Climate,https://www.nytimes.com/2018/04/25/climate/pruitt-epa-congress-defense.html
"Scott Pruitt, Under an Ethics Cloud, Faces Lawmakers",We’ve collected the highlights from what turned out to be a daylong grilling over allegations of ethical infractions and lavish spending by the E.P.A. head.,2018-04-26,Climate,https://www.nytimes.com/2018/04/26/climate/scott-pruitt-congress-hearing.html
Who’s Most Responsible for Global Warming?,"Also this week, we explain why the Atlantic Meridional Overturning Circulation has been in the news (really).",2018-04-26,Climate,https://www.nytimes.com/2018/04/26/climate/countries-responsible-global-warming.html
"Scott Pruitt, on Capitol Hill, Deflects Blame for Ethical Lapses",The E.P.A. chief said that decisions regarding illegal actions by his office had been made by his staff members without his knowledge.,2018-04-26,Climate,https://www.nytimes.com/2018/04/26/climate/congress-pruitt-epa-ethics.html
E.P.A. Readies Plan to Weaken Rules That Require Cars to Be Cleaner,The agency has drafted regulations on planet-warming emissions from vehicles that would dramatically weaken Obama-era standards. ,2018-04-27,Climate,https://www.nytimes.com/2018/04/27/climate/epa-emissions-california.html
Two Top Aides to Scott Pruitt Quit the E.P.A. Unexpectedly,Mr. Pruitt's security chief and Superfund administrator have resigned amid inquiries into the agency's spending and management practices.,2018-05-01,Climate,https://www.nytimes.com/2018/05/01/climate/epa-kelly-perrotta-resignations.html
California Sues Trump Administration Over Car Emissions Rules,The state's move escalates a revolt against a proposed rollback of fuel economy standards that threatens to split the country’s auto market. ,2018-05-01,Climate,https://www.nytimes.com/2018/05/01/climate/california-sues-trump-administration.html
